feature;importance_mean;importance_std;val_imp_0;val_imp_1;val_imp_2;val_imp_3;val_imp_4
SameLayerDirection;0.0007678805951876533;0.0017790165991023368;0.001917366256770997;-0.0005199605977949107;0.003654553209734096;0.0;-0.001212555892771916
Math;0.0007671493891066528;0.0009593879468369463;0.0009780780452232074;0.0007332838934921704;0.00239441230353582;0.00023962451567455245;-0.0005096518123924865
Multiplication;0.0007457788528251353;0.000638446290189525;6.571944491634563e-06;0.001028902729202169;0.0017130818046942886;0.0009055810018813726;7.475678385621132e-05
Asymmetric & AsymmetricForces & AsymmetricPiecesType;0.000745763389672005;0.0025710822534127224;0.0011185971570510933;-0.0022917879688295895;0.005292639256797016;0.0005924838633836749;-0.0009831153600421694
Distance;0.0007376452973180403;0.001376346706375114;0.0004646442955383856;0.0004311162404828095;0.0029188757641856466;0.0012140329767907354;-0.0013404427904073757
State;0.0007345388914128837;0.002009073101413097;0.0015752928340899974;0.0009930583733384346;0.0033280698289547272;0.0006003530177799976;-0.0028240795970987387
HopDecisionFriendToEnemyFrequency;0.0007313584672623164;0.0008911944028065033;0.0019120410231646123;0.0017277850210935253;-4.243466671813301e-05;5.039425718397772e-05;9.00670158759942e-06
StepDecisionToEnemyFrequency;0.0007280779152995687;0.0021733553495892942;0.0017773425884833327;-0.002525558077227902;0.0033082160937331906;0.002153041419855062;-0.00107265244834584
CountPiecesMoverComparison;0.0007278467788745469;0.0008727057903389838;0.00038964497261420594;-0.00019285624921427935;0.002312557842560986;0.0009401892170500248;0.00018969811136179682
NoTargetPiece;0.0007210134254778955;0.0009336822128940038;1.9746300749717838e-05;0.0010840452603227413;0.002402675195706666;0.0;9.86003706103522e-05
FromToDecisionEmpty;0.0007110442986231425;0.0004730725156201127;0.0007497729618555771;0.001402682043431025;0.0009759231047263561;0.00040539570765321664;2.1447675449537407e-05
AlquerqueBoardWithTwoTriangles;0.000708456960761128;0.000824353621435313;0.0006347007247304026;0.0;0.0022546441960183405;4.041588195197177e-06;0.0006488982948616995
PloyComponent;0.0007057874337000781;0.0004693071494724174;2.0120899652475988e-05;0.0012432403595886155;0.0008874716424066009;0.0010819150020120738;0.0002961892648406239
ControlFlowStatement;0.0007028663956269498;0.0009680567518210588;0.0011619834627755177;0.0014143612373287429;0.0008460116753538638;0.0012879995638105934;-0.0011960239611339685
RemoveEffect;0.0007025450249468323;0.0007746438518478226;0.00021667583246609556;0.0013610835625892381;0.0018675729958810006;0.00023195929896399625;-0.00016456656516616874
NoPiece;0.0006983610163291021;0.0006567361671712218;0.0015723217751598961;0.001410256120252057;-7.905211591829886e-06;0.0002699453867975321;0.0002471870110278551
NoSiteMoves;0.000693095597001786;0.0007784468215882113;0.0005524230443318123;0.0019490248633564078;0.00032804951321696585;0.0010314619153874993;-0.00039548135128375517
PromotionDecisionFrequency;0.0006832021092494977;0.0019585775194131917;-0.00010979200817956558;6.584459300387757e-05;0.0023205422372775397;0.003350311658146282;-0.002210895934000645
Tile;0.0006743749074027861;0.0007390752148141656;0.0013669177228775586;0.0017598974432999626;0.00019079508226907405;5.4429602591804516e-05;-1.653140244695095e-07
NumOrthogonalDirections;0.0006717874687721948;0.0020425722968691845;0.00018165762788593942;-0.0022745985047286643;0.004119077370542679;0.0008325700170479788;0.0005002308331130412
Moves;0.000668633116030004;0.0014975818482561945;0.0;0.0;0.0036540976238457756;-0.0003109320436957552;0.0
GreaterThanOrEqual;0.0006651823898548792;0.0026878542057072424;0.0009008956588484052;0.00021474337250423914;0.004978207532750745;0.0007212797392844028;-0.0034892143541133958
ScoreDifferenceChangeSign;0.0006590114478219166;0.001145736720428212;0.0006959406243785271;0.0007444478654971831;0.0015227687209164453;0.0017972997981697825;-0.0014653997698523547
MancalaThreeRows;0.0006542517938385617;0.000631676116178654;-0.00019577030597911493;0.0017598974432999626;0.0007030331519212729;0.0004758490386316261;0.0005282496413190618
Variable;0.0006504341507276746;0.001166157760472677;0.0007842893531815054;0.0023292577643738988;0.0009643290178961428;0.0004825706357309556;-0.00130827601754413
NoMovesWin;0.0006492092732240884;0.0010300863168395142;0.0017585286333836603;-0.000642824193102326;0.0003876466612738605;0.0019292567206893318;-0.0001865614561240847
PieceCount;0.0006391598330029724;0.0016369770450325978;0.0021341439192848755;0.0005733107219637879;0.002143666131042582;0.0006876759485663908;-0.002342997555842774
SlideEffect;0.0006380682100315227;0.0009627350896473215;0.0022849314309487945;0.00017130782157084856;0.0010071427193426574;0.0002924779797034982;-0.0005655189014081852
FairyChessComponent;0.0006365474470629684;0.0008392859016233985;0.0013640215879915374;0.0;0.0014881257014770777;0.0010073904345781481;-0.0006768004887319212
ChessStyle;0.0006365090226637171;0.0011450936712675674;0.0009459074329431216;0.0013240079781716152;0.0016438342761019298;0.0008519068649375794;-0.0015831114388356604
DurationMoves & DurationTurns;0.0006252213773076942;0.0030168148143474905;0.004220611731709845;0.002472857886298502;-6.827360346189915e-05;0.001200481182499602;-0.004699570310507578
LesserThan;0.0006216261518924681;0.0010538404450579474;0.0020785673128559667;0.000651760795164047;0.0012293027009880608;0.00023229567111457405;-0.0010837957206603077
CopyContext;0.0006176838323876888;0.0009381208291217605;-4.4985389069274184e-05;0.0020679793096642085;0.0013609225626970978;0.00011079376193082191;-0.0004062910832844102
StackState & StackType & StateType;0.0006135009880141151;0.0006285329577788714;0.00015378350457198597;0.0007655116893768021;0.0017595675632350039;-5.234760245276249e-07;0.0003891656589113113
SowRemove & SowRemoveFrequency;0.0006087781983187656;0.0008333476987274709;0.0010477294559885497;0.0013472509672963207;-0.0003495233920230434;0.0014457824661844587;-0.00044734850585245733
TwoSitesMoves;0.0006085225329588995;0.0007755168407183198;0.0008856400991620605;0.00020915938472051976;0.00046092078863338437;0.0019080602345269704;-0.00042116784224843773
MoveAgain & SetMove;0.0006085064375566718;0.001835047572057417;0.001171381449753317;0.0012496993229813569;0.0031528368014704378;-0.00012328742391690128;-0.0024080979625048515
DurationTurnsNotTimeouts;0.0006067893328254748;0.006932159753375537;-0.010551169544251143;0.00394815759349651;0.010064214935917859;0.002415091804679026;-0.0028423481257148775
PromotionEffect;0.0006044803350467864;0.0011649521965393145;0.0028241874291994595;-9.190887367005462e-07;-0.0004907211363718855;0.0006257814406920303;6.407303045102841e-05
AddEffect;0.0006027356526297322;0.0011525512430204544;0.0025454681487879216;0.00032058321242592336;0.0011082047506650317;-0.0001747821241301073;-0.0007857957246001079
SquareShape;0.0005974744730927184;0.0010641041461221528;0.002187755326577029;-0.0004424032966652003;-0.00021546728832871898;0.0015521245300380015;-9.463690615751919e-05
PieceNumberVariance;0.0005947431394969394;0.001713025507992718;0.0002085163531845846;0.0008566053829098252;0.0031857162358530366;0.0008942986942836184;-0.002171420968746368
ReachEnd;0.0005920656455723373;0.0007421697984939956;-0.0003009409648805639;0.001632875817923124;0.0012746895210341835;0.0003537038537849424;0.0
NoMovesWinFrequency;0.0005894167072458212;0.000705503479603115;0.0010640423720081615;0.0014622113786874058;0.00032664961475778465;0.0006968411392793972;-0.0006026609685036433
RegularShape;0.000588567131780815;0.0006807563339653773;0.0010904932985283944;0.0005187953242865029;0.0010856020683257528;0.0009551186344845253;-0.0007071736667211004
InterveneCaptureFrequency;0.0005869480728625143;0.0006764313624450448;0.0;0.0017990606419232835;0.000314035081451558;0.0;0.0008216446409377298
MancalaStores;0.0005801428868067893;0.0005460973550809048;0.000105770306416203;0.0016237414451978904;0.0003709778078146708;0.0005850615576874219;0.00021516331691776025
TriangleTiling;0.0005791488415740398;0.0013914828298686246;0.0013033474920520205;0.0015314103438444082;0.0017406342036301314;0.0003588922841678277;-0.002038540115824189
AlquerqueBoardWithFourTriangles;0.0005785316234719395;0.0008137486651746211;0.0005122300017872394;0.0021658159952886447;4.303722676474164e-05;0.0;0.00017157489351907196
BoardSitesOccupiedChangeAverage;0.0005684708570722008;0.0021830882875196744;0.0035802139915455666;0.0013711369927742467;-0.0006152129796522243;0.001404042488909213;-0.002897826208215798
PieceNumberChangeLineBestFit;0.000554210088573076;0.0022589403374438507;0.0030182890096291104;-0.0028948025804094724;0.0017762343471289799;0.0021713541310656725;-0.00130002446454891
Stack;0.0005455747332666627;0.000697560275769928;0.00038415608251393674;0.0012635684931726066;-0.0002104482462414181;0.0014514996978243488;-0.0001609023609361604
agent2_score_bounds;0.0005387337330998332;0.0011201079421299344;0.0009275642717078425;0.0016103669521037034;0.0010101843692120749;0.0007738614107691555;-0.0016283083382936103
LeapDecision & LeapDecisionFrequency & LeapDecisionToEmpty & LeapDecisionToEmptyFrequency & LeapDecisionToEnemy;0.0005379400378128063;0.0026919162473976496;0.0009071142822307532;0.0004039619005090367;0.0030407101099060307;0.0027790634714292273;-0.004441149575011016
Modulo;0.0005354984057797052;0.000776973522589635;0.0009826252233509358;0.0008344537674260799;-4.555025615399222e-05;0.0015433730897696507;-0.0006374097954941482
BranchingFactorChangeSign;0.0005203618055070636;0.0018720236038034712;0.0027361050241407336;-0.0014330396751352503;0.0017485700343289334;0.0015325994757335315;-0.0019824258315326304
HopDecisionFriendToEnemy;0.0005153764379875359;0.0005701537583967235;0.0004199974211192836;0.0008373987603297606;-0.00012968207763441875;0.0014348462747429402;1.432181138011357e-05
TerritoryEndFrequency & TerritoryWinFrequency;0.0005142594023060387;0.0006054888184051821;0.0006011430382653615;0.0011298731319051014;0.0008740901945978319;0.0005966121362060428;-0.000630421489444144
HopCaptureMoreThanOne;0.0005049799864181692;0.000571794871563819;0.001271290755573501;0.0010880405268291482;0.0003068014943581887;-1.7428450144879593e-05;-0.00012380439452511216
SlideDecisionToFriendFrequency;0.0005034743553581411;0.0006573942780270244;0.0;0.0010985282580298628;0.0013695175892751432;0.00043981897863756836;-0.0003904930491518688
CanNotMove;0.0004998920325210432;0.0006676262047537826;0.0005213901187664793;0.0003325465757454682;0.0017311170098809336;0.00017540022401610345;-0.00026099376580376865
PieceNumberChangeAverage & PieceNumberChangeSign;0.0004997166975180545;0.002157294269813545;0.0025167616891004496;0.0005889415512533303;0.00228020899180173;0.0006141923386349946;-0.003501521083200232
HopDecisionFriendToEmptyFrequency;0.0004987295947692649;0.0012321582929412638;0.0006273847227632467;0.0021383202698220527;0.001279989792538072;-5.9817202815143355e-05;-0.0014922296084619036
NoPieceNext;0.0004925217064296605;0.00045215761175849034;0.0010569573816415212;0.0009101401861387748;0.0005373280307875983;-2.3240340916219626e-05;-1.857672550337197e-05
NoPieceMover;0.0004875317960876868;0.00078322534020751;0.0006479979577352357;0.0015631919003723238;-3.7213022731907852e-06;0.0009414329139105504;-0.000711242489306485
DecisionFactorChangeLineBestFit;0.00048610057882193526;0.0008932724782290968;0.0016764779295802001;-0.0008556729518614803;0.0008588094761672882;0.0009272243281986114;-0.00017633588797494326
ConditionalStatement;0.0004851922121067609;0.0017068538041848254;0.000991111646023557;-0.0027543736336812508;0.002247789845189585;0.0006259051168112928;0.0013155280861906204
Piece;0.00048218070442722084;0.001231123616564213;0.0029134608445328114;0.0;0.0;0.0;-0.0005025573223967073
Exponentiation;0.000482130706250139;0.0007332575522506294;0.001002688094526194;0.0015010149479396662;0.0;0.0004956121664875801;-0.0005886616777027454
Equal;0.00047698938617817265;0.0019905349405558025;0.0013478725454403317;-0.002109022749545636;0.0023957881673336567;0.002456346575810564;-0.0017060376081480533
Misere;0.00047103661416961207;0.0014239524079162008;0.0029296106713104786;0.0006194618408566777;0.00018888013798690206;0.00011158673552918996;-0.001494356314835188
Negation;0.0004693087077288716;0.0007758962835230456;0.000752256404119328;0.00039309182948218946;0.00039236621208832423;0.0016106201986231805;-0.0008017911056686644
Efficiency;0.00046701428542998414;0.0006297077191618908;0.0002558027799569318;6.846499726875788e-07;0.0;0.0016902449631587824;0.00038833903406151893
CanMove;0.0004655005229353526;0.0007312529202380962;0.0007594004962996892;-0.0005904458067524099;0.0014094321927144993;0.0009059269424725735;-0.00015681121005758913
BranchingFactorChangeAverage;0.00046192258211392724;0.0011634000875683783;0.0021389535738474963;0.00023706619335805978;0.0011139946353506402;0.0002052175459337502;-0.0013856190379203104
InitialScore;0.00045240128735222763;0.0003822934097259786;0.0009612193144995784;0.00019515417521354106;0.0008626967376061112;0.00021710673424321647;2.5829475198690943e-05
Connection & ConnectionEnd & ConnectionEndFrequency;0.0004522935129047556;0.002201806322760498;0.0009954406177536679;0.00108610647152807;0.0022215728603107443;0.0018140031699187542;-0.0038556555549874583
MancalaCircular;0.00045168592436126696;0.001138514648251417;0.0;-0.0004441457190484943;0.002702575340854829;0.0;0.0
BranchingFactorChangeNumTimesn;0.0004492342102600189;0.0011088463822887314;0.0026522077338364536;-0.0001719296582794183;-0.0002981469351075461;0.0;6.403991085060512e-05
Cell;0.0004447778439995276;0.0022334259283620095;0.0016199934880671285;0.0009079674442582231;0.0021653760838656055;0.001480360811918019;-0.003949808608111338
NumComponentsType;0.0004443510194742983;0.0023053755600970813;0.00313164717590636;-0.002623370280831122;0.0016020595383688385;0.0020927333891951616;-0.0019813147252677465
MovesEffects & MovesNonDecision;0.0004402934412689852;0.0011826699766357828;0.0018493262292159918;0.0003499389393166463;-0.0004821296082958837;0.0016688106012098247;-0.0011844789551016532
CountPiecesNextComparison;0.0004315181121179512;0.0007099735090476203;-0.0007905752635750385;0.0003128481994446597;0.001360125731203754;0.0008185225790931783;0.0004566693144232026
NumColumns;0.0004292716842368927;0.0014730552462339556;-0.00013234023896069314;-0.0001644593350903778;0.0032683040790061624;0.00018073307318047793;-0.001005879156951106
Priority;0.00042531111320114333;0.0016805437850814678;0.003469220704915066;-0.00131675172364637;0.0002806893086329254;0.0005985191880084895;-0.0009051219119043941
MovesDecision;0.0004237916314008217;0.0015193142831109547;0.000717290935039222;0.0025451758665111235;-0.0003733071016665812;0.0011978057815679177;-0.0019680073244475738
HexTiling;0.0004196590019076185;0.0004049274101549098;-0.00010276384945323569;0.0008002205140963115;0.00028461083585029634;0.0009737463405233848;0.00014248116852133563
